CustomerID;Firma;Ansprechpartner;Segment;Stadt;Region;PLZ;Telefon;Email;Kundenseit
K0190;Schulz GmbH & Co. KG;Agnieszka Geisel;Privatkunde;Aachen;West;91630;+49(0)9792513271;svenja00@seidel.com;2022-10-06
K0191;Neuschäfer GbR;Kristiane Zirme;KMU;Darmstadt;Mitte;73065;+49 (0) 4077 848739;beatakeudel@wagenknecht.com;2015-05-15
K0192;Radisch AG & Co. KG;Ewa Hesse B.Eng.;Großkunde;Nürnberg;Süd;08620;(05935) 186387;elfieholzapfel@lange.com;2021-04-28
K0193;Preiß OHG mbH;Anastasios Ehlert;KMU;FREIBURG;Süd;03173;+49(0)0967 899405;edeltraudtrupp@aumann.de;2022-09-24
K0194;Mosemann e.V.;Hans-Adolf Roht;Kleinstunternehmen;Rostock;Nord;50948;+49(0)1413811386;hans-joergputz@hering.com;2021-11-19
K0195;Weiß;Univ.Prof. Aysel Wilms;Großkunde;Darmstadt;Mitte;76122;06852 89755;michaele56@losekann.de;2019-03-18
K0196;Hendriks;Hans-H. Wilms B.Eng.;KMU;Leipzig;Ost;77600;+49(0)9082 40433;anastasios48@roehricht.com;2015-12-03
K0197;Bender GmbH & Co. KG;Carolin Etzler;Großkunde;Düsseldorf;West;59334;+49(0)1969 31572;sstumpf@dehmel.org;2015-01-22
K0198;Wagenknecht e.V.;Annelise Zahn-Blümel;Kleinstunternehmen;Essen;West;56613;(09060) 48058;matopaffrath@hartung.com;2020-09-29
K0199;Steinberg Stiftung & Co. KGaA;Yasmin Matthäi-Weller;KMU;Berlin;Ost;36462;+49 (0) 5179 086416;;2019-08-22
K0200;Gumprich;Dipl.-Ing. Margaretha Rudolph B.A.;Kleinstunternehmen;Berlin;Ost;31465;(09116) 65535;desiree04@killer.de;2019-04-09
K0201;Fiebig;Angela Heintze B.A.;Kleinstunternehmen;Augsburg;Süd;21103;(02405) 147705;johannarenner@haase.org;2020-06-06
K0202;Nette;Nick Thanel-Staude;Kleinstunternehmen;Kiel;Nord;69804;+49 (0) 0439 407016;giesela51@hornich.de;2015-01-28
K0203;Kramer GmbH & Co. OHG;Toralf Jopich;Großkunde;DRESDEN;Ost;98123;07800 38457;kweinhage@kensy.de;2022-04-20
K0204;Schomber Jacobi Jäckel GbR;Rosel Bolander;Großkunde;Hannover;Mitte;60843;+49 (0) 5621 689363;slawomirjockel@juettner.de;2018-07-31
K0205;Eigenwillig;Mathias Etzler B.A.;KMU;Essen;West;48262;(09251) 88125;iwonabecker@lehmann.de;2016-04-11
K0206;Schweitzer;Carmela Wulff;Privatkunde;Hannover;Mitte;12209;(04999) 393305;strohlidia@eimer.de;2022-12-11
K0207;Seip;Cläre Kraushaar;Großkunde;Stuttgart;Süd;72233;+49(0)6046333127;ustroh@hentschel.com;2018-05-25
K0208;Wähner;Mira Johann-Kreusel;Privatkunde;Nürnberg;Süd;81770;+49(0) 886086803;theodor64@misicher.org;2021-07-12
K0209;Bloch;Hilmar Seidel-Mentzel;Privatkunde;Halle;Ost;81298;+49 (0) 6657 027937;hermannmarkus@seip.com;2021-01-08
K0210;Wagner;Bartholomäus Drewes;Kleinstunternehmen;Frankfurt;Mitte;51868;(02686) 025922;hans-joergwilmsen@birnbaum.de;2022-03-27
K0211;Jessel Vollbrecht e.G.;;KMU;Dresden;Ost;23094;+49(0)7778097339;ametz@budig.com;2021-04-04
K0212;Rogge GbR;Andree Gorlitz B.A.;Kleinstunternehmen;Wiesbaden;Mitte;50209;(04510) 162249;;2016-03-04
K0213;Davids e.G.;Friedlinde Koch;Kleinstunternehmen;essen;West;16814;02145 868339;doerrchantal@schuchhardt.com;2017-04-27
K0214;Ullrich Stroh KG;Hiltraud Schlosser;Großkunde;Darmstadt;Mitte;48995;+49 (0) 9978 772934;abrahamdrubin@mohaupt.com;2022-12-21
K0215;Hänel;Dipl.-Ing. Angelica Kade;Kleinstunternehmen;HAMBURG;Nord;83034;+49(0)1448 85015;robby99@gertz.de;2020-10-14
K0216;Steinberg Naser GmbH & Co. KGaA;Mark Ernst;Kleinstunternehmen;Freiburg;Süd;27857;0084958803;luise51@holt.de;2017-02-02
K0217;Schomber Reinhardt AG & Co. KGaA;Constance Scheibe-Drub;Großkunde;Erfurt;Ost;50461;03574 384215;wulffhansgeorg@martin.com;2017-04-22
K0218;Otto Fliegner AG & Co. OHG;Ulrike Nette;KMU;Köln;West;52182;+49(0) 076810409;kadevolker@dobes.org;2017-12-10
K0219;Rust e.G.;Mandy Häring;Großkunde;Halle;Ost;33448;07142241098;haeringbabette@rogner.com;2020-02-19
K0220;Hölzenbecher;Dr. Arif Jockel B.Eng.;Privatkunde;HANNOVER;Mitte;02070;+49(0)6016 629979;ludwig53@werner.com;2017-09-04
K0221;Rosenow Eigenwillig AG;Ariane Meyer B.Eng.;Großkunde;Köln;West;73329;+49(0)5625 57701;wdowerg@misicher.de;2019-09-29
K0222;Ruppert;Jaroslav Dobes-Lachmann;Kleinstunternehmen;Stuttgart;Süd;58148;06963 938276;kargehartmuth@schaefer.de;2016-07-28
K0223;Rosenow Zirme GmbH;Dr. Maximilian Staude B.Sc.;Privatkunde;NÜRNBERG;Süd;19975;01724 61919;fjunken@speer.com;2019-04-22
K0224;Harloff AG & Co. KG;Pius Finke;Großkunde;Wiesbaden;Mitte;78469;(07335) 494651;schmidtkeangela@eckbauer.de;2015-05-07
K0225;Bloch;Nikolai Römer;Großkunde;Nürnberg;Süd;14036;(06566) 668327;hans-heinrichroehricht@klingelhoefer.org;2020-07-21
K0226;Eberth;Adolf Boucsein-Seifert;KMU;Wiesbaden;Mitte;27621;+49 (0) 6796 927868;wkraus@gotthard.com;2019-12-13
K0227;Ortmann;Univ.Prof. Jan Heuser MBA.;Kleinstunternehmen;Hannover;Mitte;00975;+49(0)9712 847818;henschelwigbert@weihmann.com;2020-01-17
K0228;Schulz;Loretta Bloch;Privatkunde;DORTMUND;West;80778;09565 442094;burkard79@ruppersberger.org;2021-08-05
K0229;Scholz;Friedo Neureuther;Kleinstunternehmen;Aachen;West;28144;+49 (0) 9444 019292;zkoch-ii@hess.net;2021-05-24
K0230;Girschner Rädel AG;Annette Fiebig;KMU;Aachen;West;76637;(02395) 04102;ekuhl@muelichen.net;2020-10-08
K0231;Stoll Trapp GmbH;Ing. Bärbel Radisch MBA.;KMU;Bremen;Nord;47658;(00185) 69454;madeleine14@sauer.de;2016-06-27
K0232;Wirth Steuer Stiftung & Co. KGaA;Univ.Prof. Michael Schacht B.A.;Großkunde;Augsburg;Süd;25800;+49(0)0618 175344;antoniusbarth@davids.com;2018-01-05
K0233;Sontag;Willibald Scheuermann B.Sc.;Privatkunde;Erfurt;Ost;19269;+49 (0) 1244 717465;gotthard14@kranz.de;2022-10-16
K0234;Heser GbR;;Privatkunde;Essen;West;96271;+49 (0) 8639 174101;rudolphjacqueline@wulf.de;2022-06-13
K0235;Söding KGaA;Vlado Bender;Kleinstunternehmen;Köln;West;42569;+49(0)8776618306;keberhardt@klemt.de;2018-03-07
K0236;Jähn;Ann Schüler-Seifert;KMU;Aachen;West;58517;+49(0)3280 63461;zenon17@grein.com;2015-07-08
K0237;Gröttner AG;Dipl.-Ing. Hans-Ludwig Bolnbach B.Eng.;Großkunde;Lübeck;Nord;87005;;stellaboucsein@waehner.de;2017-04-08
K0238;Bähr;Prof. Angelica Henk B.A.;KMU;Nürnberg;Süd;20417;(02911) 179931;slavkokallert@stiebitz.de;2022-04-11
K0239;Dussen van Stolze KG;Gordon Hamann-Wieloch;Kleinstunternehmen;München;Süd;92511;+49(0)2625 82739;eimereckhard@schmidtke.de;2016-01-25
K0240;Bachmann GmbH & Co. KGaA;Ada Albers;Großkunde;Bremen;Nord;19467;;irinaortmann@cichorius.org;2016-05-08
K0241;Lindner Adolph KG;Dr. Branko Radisch B.Sc.;Privatkunde;Leipzig;Ost;88373;+49(0)0312 77220;seidelotto@haering.de;2018-05-10
K0242;Werner;Anette Döhn B.Sc.;Kleinstunternehmen;Stuttgart;Süd;20781;;henryk13@lehmann.net;2021-11-04
K0243;Hartmann Briemer GmbH & Co. KGaA;Frau Sybille Mälzer B.A.;Großkunde;Stuttgart;Süd;97265;+49 (0) 7354 352090;franz-xaver17@lindner.de;2017-06-08
K0244;Hübel KG;Univ.Prof. Willy Schmidtke;KMU;Hamburg;Nord;98316;07397 74063;matteoluebs@hartung.com;2016-07-26
K0245;Adolph;Frau Andrea Möchlichen;KMU;Nürnberg;Süd;68671;07318 063254;friederickeconradi@naser.org;2022-05-20
K0246;Tlustek GmbH & Co. KG;Zoran Metz;KMU;Düsseldorf;West;26257;(00165) 80464;linastolze@scholl.com;2017-09-07
K0247;Steuer;Swetlana Birnbaum;Privatkunde;Erfurt;Ost;65790;05281832538;seipwojciech@weller.net;2016-06-24
K0248;Wesack;Ing. Hans Hethur MBA.;Großkunde;Halle;Ost;01557;08817 884795;grafrosalia@christoph.com;2015-03-10
K0249;Buchholz Dörr AG & Co. KGaA;Beate Textor;Großkunde;Frankfurt;Mitte;72380;+49(0)6827 56704;calogerobarkholz@poelitz.de;2020-08-14
K0250;Sager Karz KGaA;Janin Scheel;Kleinstunternehmen;Erfurt;Ost;74924;+49 (0) 4375 402547;ellifritsch@reising.org;2020-09-25
K0251;Gertz Stiftung & Co. KG;Danilo Hellwig-Drub;Privatkunde;Augsburg;Süd;59274;02380552578;antjejacobi-jaeckel@barth.de;2017-09-04
K0252;Mielcarek GmbH;Abram Warmer-Ritter;Privatkunde;Bremen;Nord;47492;(07517) 028140;oschoenland@klemm.com;2016-12-20
K0253;Segebahn;Klaus-Dieter Putz B.A.;KMU;Hamburg;Nord;30187;(01863) 75998;stahroswin@finke.de;2017-11-27
K0254;Köhler Aumann GmbH;Gina Jäntsch;Privatkunde;Nürnberg;Süd;81376;04266 299123;;2019-10-25
K0255;Albers GmbH & Co. KG;Herlinde Gertz;Privatkunde;Aachen;West;92326;+49(0)8704 94787;andrewzorbach@fliegner.org;2015-08-16
K0256;Schuster;Frau Margarita Stadelmann B.Eng.;Privatkunde;Halle;Ost;27301;+49(0)7195 97964;htaesche@peukert.com;2015-06-30
K0257;Fröhlich Salz AG;Giuseppe Misicher-Süßebier;Kleinstunternehmen;Bremen;Nord;52045;0504481832;scheuermannkatarina@ring.de;2021-03-14
K0258;Jacobi Jäckel;Marjan Thanel;KMU;Leipzig;Ost;18952;+49(0)2845765213;almuthartung@roemer.com;2016-05-04
K0259;Mies Buchholz AG;Viktor Bachmann-Naser;Großkunde;Frankfurt;Mitte;45279;;fatih32@loeffler.com;2018-03-02
K0260;Bähr e.G.;Dipl.-Ing. Anett Gunpf B.Sc.;KMU;Dortmund;West;89071;+49(0)0140 11939;hans-friedrichsteckel@baum.org;2021-12-25
K0261;Keudel;Catherine Otto;Kleinstunternehmen;Stuttgart;Süd;89119;+49(0)8334280138;skobelt@gorlitz.de;2017-10-01
K0262;Dörin g;Ing. Hans-Herbert Löffler;Privatkunde;münchen;Süd;83615;+49(0)7182 754801;;2022-05-16
K0263;Martin;Prof. Hanspeter Hoffmann MBA.;Großkunde;Dresden;Ost;17520;(07167) 81126;ltaesche@weihmann.com;2016-08-06
K0264;Gumprich Kambs AG & Co. OHG;Betti Heintze-Löffler;Großkunde;Köln;West;49946;07967842711;adelheid73@eimer.com;2015-12-14
K0265;Walter AG;Jacob Stiebitz;Privatkunde;Frankfurt;Mitte;26952;+49(0)9911 87734;gnoack@riehl.com;2017-08-27
K0266;Losekann AG;Ingried Jopich-Kohl;KMU;DORTMUND;West;70028;(04276) 24671;jsorgatz@reuter.de;2015-11-02
K0267;Rörricht Franke GmbH & Co. OHG;Hans-Michael Hesse;Kleinstunternehmen;Augsburg;Süd;96954;00090255905;bdietz@klemm.com;2016-05-09
K0268;Henschel;Dr. Markus Jockel B.Sc.;KMU;Kassel;Mitte;41520;05076 98640;bschacht@kostolzin.de;2022-09-11
K0269;Dippel;Frau Marlis Steuer B.A.;Privatkunde;Aachen;West;78529;+49(0)5637 18344;huhnchristel@hecker.com;2019-06-12
K0270;Sager;Knut Kallert;Privatkunde;Frankfurt;Mitte;19876;+49(0) 514846853;qkuehnert@pieper.de;2021-03-27
K0271;Wiek;Herr Lukas Tlustek;Privatkunde;Hannover;Mitte;97374;;iliasflantz@stolze.org;2017-06-29
K0272;Langern Juncken AG;Sigmar Lehmann B.Eng.;Privatkunde;AUGSBURG;Süd;24936;+49(0) 123034778;ploechel@gutknecht.org;2015-11-04
K0273;Baum GbR;Margret Rogner;Privatkunde;Hamburg;Nord;07001;09416516231;preissgiovanna@wohlgemut.org;2018-09-20
K0274;Conradi Hellwi g KG;Reginald Johann;Großkunde;Hamburg;Nord;96363;+49 (0) 1234 764907;hildegard15@loechel.de;2019-10-14
K0275;Hentschel;Susanna Ziegert;Kleinstunternehmen;Nürnberg;Süd;57540;;reinhardtnuray@margraf.com;2017-10-03
K0276;Hermighausen Jacobi Jäckel AG;Ing. Egon Fritsch MBA.;KMU;Essen;West;60417;06561 248156;traugott00@segebahn.com;2022-03-17
K0277;Martin;Abraham Kühnert-Gute;Großkunde;Hannover;Mitte;59112;+49(0) 829657724;heidemariescheel@holzapfel.de;2021-02-08
K0278;Gnatz Kreusel GmbH;Herr Willfried Barkholz B.A.;Kleinstunternehmen;dresden;Ost;73420;;austermuehleirmela@luebs.de;2015-05-01
K0279;Oderwald;Engin Trüb;Kleinstunternehmen;KÖLN;West;34476;+49 (0) 6393 436262;hoffmannzenta@heinz.net;2022-05-14
K0280;Säuberlich Stolze KGaA;Anni Atzler MBA.;Kleinstunternehmen;Nürnberg;Süd;56366;(04118) 005375;adolphjanusz@scholl.de;2019-05-10
K0281;Kroker Steckel GmbH;Yusuf Römer-Berger;KMU;Düsseldorf;West;42875;02158 624150;;2022-11-09
K0282;Hesse Schmidtke e.G.;Justine Johann;Großkunde;Aachen;West;25728;(07032) 03207;gottlieb76@oderwald.de;2015-06-05
K0283;Tröst Rörricht GmbH & Co. KGaA;Jeanette Dowerg B.A.;Privatkunde;Hamburg;Nord;51342;+49 (0) 8499 390892;pbuchholz@stey.com;2016-06-18
K0284;Stiffel Stiffel AG;Gunhild Schäfer-Döring;Privatkunde;düsseldorf;West;20177;04905 097592;nerminbiggen@holzapfel.de;2016-08-03
K0285;Weimer AG;Antonia Kuhl-Hermighausen;Großkunde;ROSTOCK;Nord;36103;+49 (0) 6642 147649;oscarstadelmann@koch.net;2018-08-14
K0286;Matthäi Kraushaar GmbH & Co. KGaA;Kunigunda Schinke;Großkunde;Augsburg;Süd;16592;0610857327;hoffmannvolkmar@budig.com;2021-04-20
K0287;Stolze GmbH;Prof. Heinrich Hübel B.Sc.;KMU;Kassel;Mitte;08186;0179454918;drewesjohanne@misicher.com;2016-12-28
K0288;Kreusel AG;Hartmuth Tlustek;Privatkunde;Rostock;Nord;59779;+49(0)5232 19416;adolphrico@aumann.de;2021-11-09
K0289;Süßebier Lachmann OHG mbH;Ing. Ludmila Schmiedt B.Eng.;Privatkunde;Freiburg;Süd;41220;+49(0) 103037236;diedrichjacobi-jaeckel@finke.com;2016-11-18
K0290;Geisel AG & Co. KG;Wibke Neureuther MBA.;Privatkunde;Kiel;Nord;79334;(06050) 166799;arndt76@peukert.de;2015-01-06
K0291;Trüb AG;Heimo Rust;Großkunde;Lübeck;Nord;81467;+49(0)7957 602437;thaddaeus38@schaaf.de;2021-02-14
K0292;Trubin;Birte Hornig MBA.;Kleinstunternehmen;BERLIN;Ost;57293;+49(0)1722 32971;tnohlmans@haering.com;2015-05-17
K0293;Klemt GbR;Marika Freudenberger;Kleinstunternehmen;Köln;West;80156;+49(0)9318 374550;rosina28@staude.com;2015-11-04
K0294;Binner;Resi Mielcarek B.Sc.;Privatkunde;Frankfurt;Mitte;99180;01213 52478;gwagner@seifert.de;2021-10-23
K0295;Eberhardt AG & Co. OHG;Xenia Liebelt B.Sc.;Großkunde;Leipzig;Ost;75482;+49(0)4565 328632;alehmann@plath.com;2021-01-21
K0296;Fiebig Winkler AG;August Kambs;Großkunde;Dortmund;West;62606;+49(0)2908466845;alan48@finke.de;2019-10-18
K0297;Seifert Haering KG;Mathilde Kaul MBA.;Privatkunde;KIEL;Nord;41085;;kathy20@reuter.org;2018-04-10
K0298;Wohlgemut GmbH;Prof. Beata Wagenknecht;Großkunde;LÜBECK;Nord;54851;+49(0)1749075399;niklasjacob@stahr.com;2022-03-14
K0299;Kostolzin;Herr Gottlob Plath B.A.;Großkunde;Darmstadt;Mitte;71266;;jschacht@wulff.de;2017-12-14
K0300;Sauer Ortmann KGaA;Dipl.-Ing. Marlies Niemeier;Privatkunde;Nürnberg;Süd;22827;02881 377028;sonja19@doerschner.org;2021-01-26
K0301;Preiß AG & Co. KG;Hans-Gerd Jäkel;Großkunde;Halle;Ost;44702;+49 (0) 9604 432701;cengiz06@ruppersberger.de;2020-04-28
K0302;Zänker Kostolzin GmbH & Co. KGaA;Ralf Etzler-Pärtzelt;Privatkunde;Hannover;Mitte;77251;(09663) 658074;gehringerimelda@rudolph.org;2021-05-29
K0303;Seidel;Marius Römer;Kleinstunternehmen;Hannover;Mitte;39890;(08378) 018204;isidortrapp@martin.com;2016-05-31
K0304;auch Schlauchin;Heike Schacht;Kleinstunternehmen;Lübeck;Nord;70562;0085641118;kasparfechner@hermighausen.com;2015-10-02
K0305;Jäntsch GmbH & Co. KG;Herr Leonid Junk;Großkunde;Lübeck;Nord;00461;02654610339;;2022-11-08
K0306;Bolander Junck GmbH & Co. KG;Frau Janett Baum;Kleinstunternehmen;Wiesbaden;Mitte;30489;(01382) 49671;lieselfaust@reuter.net;2016-02-15
K0307;Löchel;Aneta Ackermann MBA.;KMU;Rostock;Nord;20074;(04653) 984028;jacobdietrich@thanel.org;2022-05-06
K0308;Häring Sc hmidt GmbH & Co. OHG;Svea Stoll;Großkunde;Halle;Ost;47435;;steinberghakan@roehricht.de;2018-09-19
K0309;Renner Butte e.V.;Julius Becker;Privatkunde;München;Süd;15695;0201753703;wernerkarl-ludwig@troest.de;2018-06-27
K0310;Conradi KG;Rosalie Trupp;Kleinstunternehmen;ESSEN;West;37504;09303 614987;birgidgude@warmer.com;2019-12-20
K0311;Schacht AG & Co. KG;Carl-Heinz Heser;Großkunde;Dortmund;West;84308;(04870) 605664;stiffelanna-maria@oderwald.com;2020-06-07
K0312;Hauffer;Fredi Linke;KMU;KASSEL;Mitte;50635;+49(0)9036 133254;schomberemmi@baum.de;2020-11-17
K0313;Scheel e.V.;Sibel Hermann;Privatkunde;Frankfurt;Mitte;17350;08319971791;bolandersimona@kostolzin.com;2019-01-16
K0314;Bolander e.V.;Ann Jacobi Jäckel MBA.;Privatkunde;Nürnberg;Süd;10804;0619639907;ymitschke@scholl.de;2020-06-25
K0315;Steuer;Henrik Plath;KMU;Darmstadt;Mitte;93110;(01939) 284567;pgotthard@beyer.com;2017-11-25
K0316;Sauer Mälzer GmbH &  Co. OHG;Franka Säuberlich;Kleinstunternehmen;Kiel;Nord;27495;+49(0)5089 20388;loechelmohammed@gute.net;2022-08-07
K0317;Karge AG & Co. OHG;Univ.Prof. Marta Mosemann B.Eng.;Privatkunde;Nürnberg;Süd;94652;+49(0)7073 033793;wolf-ruedigerwaehner@warmer.de;2016-12-10
K0318;Albers GmbH;Arndt Klemt;KMU;Frankfurt;Mitte;81247;+49(0) 950033423;irmengard25@henschel.com;2018-11-29
K0319;Barkholz AG & Co. KGaA;Theresia Ditschlerin;Großkunde;Dresden;Ost;26153;+49(0)7355 28961;;2022-06-06
K0320;Köster;Lina Lorch;Privatkunde;Aachen;West;09938;+49(0)2530 42897;iwonabutte@zobel.com;2018-02-06
K0321;Pechel GmbH;Jessica Pohl;KMU;Dortmund;West;25587;07496 903337;rizaharloff@loeffler.com;2017-09-11
K0322;Hermighausen Rogner AG;Philippe Caspar-Hübel;Privatkunde;Rostock;Nord;85390;08956 776657;juergen60@margraf.org;2017-11-28
K0323;Brude r;Telse Carsten;KMU;Erfurt;Ost;88814;+49(0) 111508353;james44@trapp.com;2020-12-29
K0324;Warmer;Adriane Winkler;Kleinstunternehmen;Dresden;Ost;45669;(00782) 63337;annschaaf@wernecke.de;2017-11-25
K0325;Misicher;Regine Caspar;Kleinstunternehmen;Hannover;Mitte;36637;08052 924075;hendrik66@weller.de;2018-06-11
K0326;Renner;Gabriele Schaaf;Privatkunde;Dresden;Ost;90225;(09996) 636186;williamdoerr@roskoth.org;2021-07-18
K0327;Geißler AG;Herr Sandro Stroh;Großkunde;Wiesbaden;Mitte;02316;+49(0)3348 17058;geisslermato@krein.com;2016-09-09
K0328;Lindner;Univ.Prof. Annedore Krebs B.A.;Großkunde;Augsburg;Süd;34672;(09493) 874302;zbolnbach@hentschel.de;2017-01-08
K0329;Noack;Irmgard Ruppert B.Sc.;Privatkunde;Lübeck;Nord;47546;;kreuselhildburg@henck.org;2016-11-21
K0330;Renner;Marica Börner;Großkunde;Hannover;Mitte;76815;+49(0)1856 724380;ebauer@taesche.de;2020-05-09
K0331;Karz Weinhage GmbH;Hans-Ulrich Bender B.Sc.;Privatkunde;Berlin;Ost;12577;01183 727422;auch-schlauchineckhardt@hornig.de;2020-12-15
K0332;Buchholz OHG mbH;Mike Heydrich;KMU;München;Süd;75230;(08370) 81647;scheuermannadelbert@wirth.net;2020-08-23
K0333;Köster GbR;Bartholomäus Bachmann MBA.;KMU;Kassel;Mitte;05313;+49(0)2206 815583;sylvanariehl@lorch.net;2020-11-16
K0334;Klemm GmbH;Herr Hans-Willi Söding;Großkunde;essen;West;06373;+49(0)4950 136497;trubapollonia@geissler.org;2019-07-11
K0335;Schinke GmbH;Marina Winkler-Täsche;Privatkunde;Bremen;Nord;52571;00997683890;amirschmiedt@jessel.de;2019-02-10
K0336;Scholl AG;Charles Köster;Privatkunde;lübeck;Nord;43263;(00397) 52450;sseifert@hein.de;2016-03-18
K0337;Henk Haering KG;Traugott Stadelmann;KMU;Hamburg;Nord;39685;+49 (0) 7017 130232;gerlachdeborah@haase.net;2022-10-18
K0338;Budig;Univ.Prof. Irmtraut Jockel;Kleinstunternehmen;Kiel;Nord;33629;+49(0) 449734715;kkostolzin@mans.de;2020-09-26
K0339;Nerger AG;Hiltraud Carsten-Werner;Kleinstunternehmen;Frankfurt;Mitte;98282;+49(0)6747 46897;kadefranz-xaver@moechlichen.net;2017-04-06
K0340;Grein Gr oth AG;Stephan Otto;Großkunde;Essen;West;76665;0749160169;;2022-07-14
K0341;Tröst;Univ.Prof. Marlies Koch B.Sc.;Privatkunde;HAMBURG;Nord;63370;00249724399;aleksandrdrub@seifert.de;2016-02-19
K0342;Trapp Schaaf AG;Thaddäus Löchel B.A.;Privatkunde;Düsseldorf;West;44886;(04611) 952436;ahmad27@dietz.de;2015-06-11
K0343;Lindau;Nada Losekann;Privatkunde;DORTMUND;West;25223;02817 932302;joerglange@schomber.com;2015-02-09
K0344;Hornig AG;Betty Hofmann-Bolnbach;KMU;Augsburg;Süd;09377;(01004) 09013;kohldragica@wesack.org;2018-11-04
K0345;Mühle Wernecke GmbH;Ing. Gundel Stoll;Großkunde;München;Süd;53566;(00551) 076209;radischkarl-hermann@weitzel.net;2019-09-24
K0346;Mentzel Schönland OHG mbH;Prof. Henrike Speer B.A.;Kleinstunternehmen;München;Süd;50505;(07397) 69156;ssorgatz@wagner.org;2020-05-31
K0347;Gude;Sylvio Pölitz-Rudolph;Privatkunde;Darmstadt;Mitte;27148;02717 833321;luebsira@fritsch.de;2016-06-19
K0348;Hartmann Tschentscher GbR;Univ.Prof. Bettina Stadelmann B.A.;KMU;Erfurt;Ost;15399;+49(0)5668 633414;;2022-08-08
K0349;Koch;Slawomir Johann-Kramer;KMU;Wiesbaden;Mitte;40983;0655289931;ianders@jopich.net;2021-12-07
K0350;Stiffel Meyer AG & Co. KG;Camilla Weinhold;Großkunde;Lübeck;Nord;95481;+49(0)9737 46052;minnawagner@thies.com;2021-11-15
K0351;Neuschäfer Stiftung & Co. KGaA;Fatima Sorgatz-Freudenberger;Großkunde;Hamburg;Nord;86567;06618443861;markoweller@bloch.org;2020-07-06
K0352;Sölzer Fröhlich KG;Heinz-Wilhelm Textor-Nette;Großkunde;Düsseldorf;West;23330;09126620157;traudebirnbaum@pieper.de;2020-02-24
K0353;Lübs;Lukas Ullmann-Kusch;Privatkunde;Halle;Ost;01367;+49(0)9261 76475;dussen-vaneric@eberhardt.net;2015-03-14
K0354;Schaaf KG;;Privatkunde;Lübeck;Nord;67649;+49 (0) 1518 260688;hbolnbach@renner.com;2022-02-24
K0355;Sorgatz AG;Prof. Nick Girschner;KMU;Aachen;West;87510;+49 (0) 9321 840118;ottmar82@sontag.org;2017-07-02
K0356;Pohl e.V.;Margret Reinhardt;KMU;Dresden;Ost;29758;09883103032;nadia32@rohleder.net;2022-05-22
K0357;Klemt;Birgit Vollbrecht;KMU;München;Süd;18446;(02671) 46283;schuchhardtjanna@schulz.net;2016-03-11
K0358;Köhler;Dipl.-Ing. Salvatore Fliegner;Großkunde;Bremen;Nord;66093;+49(0)4181 861515;leopoldine42@hoefig.com;2017-02-07
K0359;Hartung Kostolzin AG;Diethard Putz;KMU;Lübeck;Nord;97185;(04849) 102562;magrit88@kusch.de;2022-02-06
K0360;Eckbauer;Aenne Striebitz;Kleinstunternehmen;Frankfurt;Mitte;22694;+49(0)5396727578;;2015-07-18
K0361;Christoph;Hella Winkler;Kleinstunternehmen;DARMSTADT;Mitte;11131;+49 (0) 9014 870682;goestrovsky@stey.com;2016-06-09
K0362;Austermühle Schmiedt AG & Co. OHG;Ole Löffler;Großkunde;Lübeck;Nord;38909;02832 152850;yoderwald@koester.de;2022-10-07
K0363;Hering;Frithjof Jacob;Kleinstunternehmen;Nürnberg;Süd;44309;0348079705;schmiedtveit@huhn.com;2020-09-29
K0364;Ullmann Gotthard GmbH;Aenne Ditschlerin;Kleinstunternehmen;AACHEN;West;73188;+49 (0) 6170 243765;ottokar62@heuser.com;2018-04-05
K0365;Sontag Mangold AG & Co. KGaA;Hans D. Weinhold-Lübs;KMU;Duesseldorf;West;53134;+49(0)2665023741;jniemeier@stoll.de;2021-04-22
K0366;Otto van der Dussen Stiftung & Co. KGaA;Birte Dörschner-Dörr;KMU;Halle;Ost;22580;(03056) 90674;zeljko16@schoenland.com;2015-02-22
K0367;Holt e.G.;Steve Hesse;Kleinstunternehmen;Frankfurt;Mitte;63718;(02392) 312604;susefiebig@baehr.com;2018-03-19
K0368;Kramer GmbH & Co. KG;Mechthild Schulz;Privatkunde;DÜSSELDORF;West;35670;06041 45456;marekbiggen@benthin.com;2021-11-28
K0369;Weinhage;Diana Hörle;KMU;Hannover;Mitte;49162;+49(0)7554 11082;oswald59@schleich.de;2019-04-12
K0370;Seip GbR;Klaus-Günter Kraus B.Sc.;Privatkunde;Erfurt;Ost;29109;;mwesack@ullmann.com;2021-12-16
K0371;Eckbauer AG & Co. OHG;Prof. Mia Herrmann;Kleinstunternehmen;leipzig;Ost;57161;06880 294240;taeschehans-hermann@kruschwitz.de;2018-04-19
K0372;Reichmann;Darko Mangold;Privatkunde;Leipzig;Ost;86694;+49(0) 202939087;laurenz34@heuser.com;2021-03-29
K0373;Hauffer AG;;Großkunde;Düsseldorf;West;24033;01059 55184;ruedigerschmidtke@junk.com;2016-09-21
K0374;Hartmann Wagenknecht GbR;Ing. Zeki Bachmann;KMU;Aachen;West;64983;03543 962736;geert71@girschner.com;2019-01-06
K0375;Roskoth GmbH & Co. KGaA;Univ.Prof. Friedbert Bärer;Kleinstunternehmen;Kiel;Nord;22693;+49(0)2163 761820;kostolzinrandolf@doerschner.com;2016-01-12
K0376;Hering e.G.;Frank-Peter Fechner;KMU;düsseldorf;West;01851;+49(0) 279724572;bertramring@hethur.com;2020-12-12
